CaseID,ActivityID,CompleteTimestamp,Resource
case_889,D1,1970-01-01 03:00:00,J
case_889,D2,1970-01-01 03:00:00,E
case_889,E,1970-01-01 04:00:00,S
case_889,F,1970-01-01 05:00:00,B
case_889,G2,1970-01-01 06:00:00,Q
case_889,H,1970-01-01 07:00:00,X
case_889,I,1970-01-01 08:00:00,V
case_102,A,1970-01-01 00:00:00,D
case_102,B,1970-01-01 01:00:00,X
case_102,C,1970-01-01 02:00:00,N
case_102,D2,1970-01-01 03:00:00,H
case_102,D1,1970-01-01 03:00:00,H
case_102,D3,1970-01-01 03:00:00,M
case_102,E,1970-01-01 04:00:00,K
case_102,F,1970-01-01 05:00:00,C
case_102,G3,1970-01-01 06:00:00,O
case_102,H,1970-01-01 07:00:00,C
case_102,I,1970-01-01 08:00:00,A
case_1896,A,1970-01-01 00:00:00,X
case_1896,B,1970-01-01 01:00:00,Z
case_1896,C,1970-01-01 02:00:00,Z
case_1896,D1,1970-01-01 03:00:00,Y
case_1896,D3,1970-01-01 03:00:00,Q
case_1896,D2,1970-01-01 03:00:00,S
case_1896,E,1970-01-01 04:00:00,P
case_1896,F,1970-01-01 05:00:00,B
case_1896,G2,1970-01-01 06:00:00,R
case_1896,H,1970-01-01 07:00:00,B
case_1896,I,1970-01-01 08:00:00,C
case_612,A,1970-01-01 00:00:00,F
case_612,B,1970-01-01 01:00:00,R
case_612,C,1970-01-01 02:00:00,U
case_612,D1,1970-01-01 03:00:00,Q
case_612,D3,1970-01-01 03:00:00,C
case_612,D2,1970-01-01 03:00:00,C
case_612,E,1970-01-01 04:00:00,N
case_612,F,1970-01-01 05:00:00,A
case_612,G1,1970-01-01 06:00:00,G
case_612,H,1970-01-01 07:00:00,V
case_612,I,1970-01-01 08:00:00,C
case_1650,A,1970-01-01 00:00:00,L
case_1650,B,1970-01-01 01:00:00,J
case_1650,C,1970-01-01 02:00:00,O
case_1650,D3,1970-01-01 03:00:00,D
case_1650,D2,1970-01-01 03:00:00,P
case_1650,D1,1970-01-01 03:00:00,U
case_1650,E,1970-01-01 04:00:00,E
case_1650,F,1970-01-01 05:00:00,B
case_1650,G2,1970-01-01 06:00:00,B
case_1650,H,1970-01-01 07:00:00,D
case_1650,I,1970-01-01 08:00:00,A
case_77,A,1970-01-01 00:00:00,A
case_77,B,1970-01-01 01:00:00,Q
case_77,C,1970-01-01 02:00:00,K
case_77,D2,1970-01-01 03:00:00,B
case_77,D1,1970-01-01 03:00:00,L
case_77,D3,1970-01-01 03:00:00,M
case_77,E,1970-01-01 04:00:00,N
case_77,F,1970-01-01 05:00:00,A
case_77,G1,1970-01-01 06:00:00,Q
case_77,H,1970-01-01 07:00:00,A
case_77,I,1970-01-01 08:00:00,I
case_669,A,1970-01-01 00:00:00,Y
case_669,B,1970-01-01 01:00:00,P
case_669,C,1970-01-01 02:00:00,E
case_669,D3,1970-01-01 03:00:00,M
case_669,D1,1970-01-01 03:00:00,B
case_669,D2,1970-01-01 03:00:00,A
case_669,E,1970-01-01 04:00:00,F
case_669,F,1970-01-01 05:00:00,B
case_669,G2,1970-01-01 06:00:00,E
case_669,H,1970-01-01 07:00:00,U
case_669,I,1970-01-01 08:00:00,Y
case_478,A,1970-01-01 00:00:00,J
case_478,B,1970-01-01 01:00:00,C
case_478,C,1970-01-01 02:00:00,I
case_478,D2,1970-01-01 03:00:00,J
case_478,D1,1970-01-01 03:00:00,F
case_478,D3,1970-01-01 03:00:00,J
case_478,E,1970-01-01 04:00:00,P
case_478,F,1970-01-01 05:00:00,C
case_478,G3,1970-01-01 06:00:00,X
case_478,H,1970-01-01 07:00:00,J
case_478,I,1970-01-01 08:00:00,C
case_1071,A,1970-01-01 00:00:00,H
case_1071,B,1970-01-01 01:00:00,K
case_1071,C,1970-01-01 02:00:00,H
case_1071,D2,1970-01-01 03:00:00,R
case_1071,D1,1970-01-01 03:00:00,L
case_1071,D3,1970-01-01 03:00:00,U
case_1071,E,1970-01-01 04:00:00,U
case_1071,F,1970-01-01 05:00:00,A
case_1071,G1,1970-01-01 06:00:00,V
case_1071,H,1970-01-01 07:00:00,I
case_1071,I,1970-01-01 08:00:00,W
case_1420,A,1970-01-01 00:00:00,K
case_1420,B,1970-01-01 01:00:00,O
case_1420,C,1970-01-01 02:00:00,L
case_1420,D3,1970-01-01 03:00:00,D
case_1420,D1,1970-01-01 03:00:00,N
case_1420,D2,1970-01-01 03:00:00,U
case_1420,E,1970-01-01 04:00:00,L
case_1420,F,1970-01-01 05:00:00,C
case_1420,G3,1970-01-01 06:00:00,X
case_1420,H,1970-01-01 07:00:00,G
case_1420,I,1970-01-01 08:00:00,P
case_1801,A,1970-01-01 00:00:00,U
case_1801,B,1970-01-01 01:00:00,I
case_1801,C,1970-01-01 02:00:00,J
case_1801,D2,1970-01-01 03:00:00,A
case_1801,D3,1970-01-01 03:00:00,R
case_1801,D1,1970-01-01 03:00:00,C
case_1801,E,1970-01-01 04:00:00,L
case_1801,F,1970-01-01 05:00:00,C
case_1801,G3,1970-01-01 06:00:00,T
case_1801,H,1970-01-01 07:00:00,C
case_1801,I,1970-01-01 08:00:00,B
case_1869,A,1970-01-01 00:00:00,P
case_1869,B,1970-01-01 01:00:00,W
case_1869,C,1970-01-01 02:00:00,B
case_1869,D2,1970-01-01 03:00:00,W
case_1869,D1,1970-01-01 03:00:00,X
case_1869,D3,1970-01-01 03:00:00,N
case_1869,E,1970-01-01 04:00:00,B
case_1869,F,1970-01-01 05:00:00,C
case_1869,G3,1970-01-01 06:00:00,X
case_1869,H,1970-01-01 07:00:00,N
case_1869,I,1970-01-01 08:00:00,L
case_726,A,1970-01-01 00:00:00,G
case_726,B,1970-01-01 01:00:00,W
case_726,C,1970-01-01 02:00:00,V
case_726,D1,1970-01-01 03:00:00,D
case_726,D3,1970-01-01 03:00:00,C
case_726,D2,1970-01-01 03:00:00,S
case_726,E,1970-01-01 04:00:00,A
case_726,F,1970-01-01 05:00:00,B
case_726,G2,1970-01-01 06:00:00,F
case_726,H,1970-01-01 07:00:00,P
case_726,I,1970-01-01 08:00:00,S
case_447,A,1970-01-01 00:00:00,S
case_447,B,1970-01-01 01:00:00,Y
case_447,C,1970-01-01 02:00:00,P
case_447,D1,1970-01-01 03:00:00,C
case_447,D3,1970-01-01 03:00:00,T
case_447,D2,1970-01-01 03:00:00,K
case_447,E,1970-01-01 04:00:00,J
case_447,F,1970-01-01 05:00:00,A
case_447,G1,1970-01-01 06:00:00,Z
case_447,H,1970-01-01 07:00:00,N
case_447,I,1970-01-01 08:00:00,F
case_1566,A,1970-01-01 00:00:00,N
case_1566,B,1970-01-01 01:00:00,P
case_1566,C,1970-01-01 02:00:00,B
case_1566,D1,1970-01-01 03:00:00,F
case_1566,D2,1970-01-01 03:00:00,Q
case_1566,D3,1970-01-01 03:00:00,O
case_1566,E,1970-01-01 04:00:00,F
case_1566,F,1970-01-01 05:00:00,C
case_1566,G3,1970-01-01 06:00:00,F
case_1566,H,1970-01-01 07:00:00,H
case_1566,I,1970-01-01 08:00:00,G
case_1976,A,1970-01-01 00:00:00,G
case_1976,B,1970-01-01 01:00:00,U
case_1976,C,1970-01-01 02:00:00,L
case_1976,D3,1970-01-01 03:00:00,O
case_1976,D2,1970-01-01 03:00:00,M
case_1976,D1,1970-01-01 03:00:00,I
case_1976,E,1970-01-01 04:00:00,S
case_1976,F,1970-01-01 05:00:00,A
case_1976,G1,1970-01-01 06:00:00,U
case_1976,H,1970-01-01 07:00:00,F
case_1976,I,1970-01-01 08:00:00,E
case_1655,A,1970-01-01 00:00:00,G
case_1655,B,1970-01-01 01:00:00,V
case_1655,C,1970-01-01 02:00:00,M
case_1655,D1,1970-01-01 03:00:00,U
case_1655,D2,1970-01-01 03:00:00,K
case_1655,D3,1970-01-01 03:00:00,Q
case_1655,E,1970-01-01 04:00:00,Y
case_1655,F,1970-01-01 05:00:00,A
case_1655,G1,1970-01-01 06:00:00,Q
case_1655,H,1970-01-01 07:00:00,Z
case_1655,I,1970-01-01 08:00:00,R
case_708,A,1970-01-01 00:00:00,T
case_708,B,1970-01-01 01:00:00,I
case_708,C,1970-01-01 02:00:00,Q
case_708,D3,1970-01-01 03:00:00,V
case_708,D1,1970-01-01 03:00:00,T
case_708,D2,1970-01-01 03:00:00,W
case_708,E,1970-01-01 04:00:00,R
case_708,F,1970-01-01 05:00:00,B
case_708,G2,1970-01-01 06:00:00,R
case_708,H,1970-01-01 07:00:00,M
case_708,I,1970-01-01 08:00:00,Y
case_1591,A,1970-01-01 00:00:00,O
case_1591,B,1970-01-01 01:00:00,N
case_1591,C,1970-01-01 02:00:00,R
case_1591,D2,1970-01-01 03:00:00,D
case_1591,D1,1970-01-01 03:00:00,A
case_1591,D3,1970-01-01 03:00:00,E
case_1591,E,1970-01-01 04:00:00,I
case_1591,F,1970-01-01 05:00:00,B
case_1591,G2,1970-01-01 06:00:00,D
case_1591,H,1970-01-01 07:00:00,G
case_1591,I,1970-01-01 08:00:00,N
case_1917,A,1970-01-01 00:00:00,X
case_1917,B,1970-01-01 01:00:00,I
case_1917,C,1970-01-01 02:00:00,X
case_1917,D1,1970-01-01 03:00:00,J
case_1917,D2,1970-01-01 03:00:00,Q
case_1917,D3,1970-01-01 03:00:00,F
case_1917,E,1970-01-01 04:00:00,G
case_1917,F,1970-01-01 05:00:00,C
case_1917,G3,1970-01-01 06:00:00,S
case_1917,H,1970-01-01 07:00:00,N
case_1917,I,1970-01-01 08:00:00,F
case_1675,A,1970-01-01 00:00:00,M
case_1675,B,1970-01-01 01:00:00,M
case_1675,C,1970-01-01 02:00:00,H
case_1675,D1,1970-01-01 03:00:00,I
case_1675,D3,1970-01-01 03:00:00,O
case_1675,D2,1970-01-01 03:00:00,V
case_1675,E,1970-01-01 04:00:00,P
case_1675,F,1970-01-01 05:00:00,C
case_1675,G3,1970-01-01 06:00:00,D
case_1675,H,1970-01-01 07:00:00,D
case_1675,I,1970-01-01 08:00:00,M
case_1416,A,1970-01-01 00:00:00,A
case_1416,B,1970-01-01 01:00:00,S
case_1416,C,1970-01-01 02:00:00,U
case_1416,D3,1970-01-01 03:00:00,X
case_1416,D1,1970-01-01 03:00:00,Y
case_1416,D2,1970-01-01 03:00:00,I
case_1416,E,1970-01-01 04:00:00,Y
case_1416,F,1970-01-01 05:00:00,A
case_1416,G1,1970-01-01 06:00:00,B
case_1416,H,1970-01-01 07:00:00,P
case_1416,I,1970-01-01 08:00:00,P
case_159,A,1970-01-01 00:00:00,X
case_159,B,1970-01-01 01:00:00,O
case_159,C,1970-01-01 02:00:00,S
case_159,D2,1970-01-01 03:00:00,Z
case_159,D3,1970-01-01 03:00:00,J
case_159,D1,1970-01-01 03:00:00,Z
case_159,E,1970-01-01 04:00:00,O
case_159,F,1970-01-01 05:00:00,A
case_159,G1,1970-01-01 06:00:00,I
case_159,H,1970-01-01 07:00:00,J
case_159,I,1970-01-01 08:00:00,J
case_1333,A,1970-01-01 00:00:00,E
case_1333,B,1970-01-01 01:00:00,E
case_1333,C,1970-01-01 02:00:00,Y
case_1333,D2,1970-01-01 03:00:00,C
case_1333,D1,1970-01-01 03:00:00,B
case_1333,D3,1970-01-01 03:00:00,R
case_1333,E,1970-01-01 04:00:00,V
case_1333,F,1970-01-01 05:00:00,A
case_1333,G1,1970-01-01 06:00:00,J
case_1333,H,1970-01-01 07:00:00,V
case_1333,I,1970-01-01 08:00:00,G
case_744,A,1970-01-01 00:00:00,F
case_744,B,1970-01-01 01:00:00,B
case_744,C,1970-01-01 02:00:00,X
case_744,D1,1970-01-01 03:00:00,G
case_744,D3,1970-01-01 03:00:00,A
case_744,D2,1970-01-01 03:00:00,R
case_744,E,1970-01-01 04:00:00,S
case_744,F,1970-01-01 05:00:00,C
case_744,G3,1970-01-01 06:00:00,L
case_744,H,1970-01-01 07:00:00,D
case_744,I,1970-01-01 08:00:00,X
case_1044,A,1970-01-01 00:00:00,P
case_1044,B,1970-01-01 01:00:00,O
case_1044,C,1970-01-01 02:00:00,O
case_1044,D3,1970-01-01 03:00:00,Q
case_1044,D1,1970-01-01 03:00:00,Y
case_1044,D2,1970-01-01 03:00:00,C
case_1044,E,1970-01-01 04:00:00,U
case_1044,F,1970-01-01 05:00:00,B
case_1044,G2,1970-01-01 06:00:00,Q
case_1044,H,1970-01-01 07:00:00,I
case_1044,I,1970-01-01 08:00:00,R
case_1697,A,1970-01-01 00:00:00,O
case_1697,B,1970-01-01 01:00:00,X
case_1697,C,1970-01-01 02:00:00,C
case_1697,D1,1970-01-01 03:00:00,N
case_1697,D3,1970-01-01 03:00:00,R
case_1697,D2,1970-01-01 03:00:00,G
case_1697,E,1970-01-01 04:00:00,I
case_1697,F,1970-01-01 05:00:00,C
case_1697,G3,1970-01-01 06:00:00,Q
case_1697,H,1970-01-01 07:00:00,D
case_1697,I,1970-01-01 08:00:00,D
case_1804,A,1970-01-01 00:00:00,G
case_1804,B,1970-01-01 01:00:00,T
case_1804,C,1970-01-01 02:00:00,C
case_1804,D3,1970-01-01 03:00:00,W
case_1804,D2,1970-01-01 03:00:00,R
case_1804,D1,1970-01-01 03:00:00,M
case_1804,E,1970-01-01 04:00:00,W
case_1804,F,1970-01-01 05:00:00,B
case_1804,G2,1970-01-01 06:00:00,X
case_1804,H,1970-01-01 07:00:00,A
case_1804,I,1970-01-01 08:00:00,B
case_1231,A,1970-01-01 00:00:00,Z
case_1231,B,1970-01-01 01:00:00,Y
case_1231,C,1970-01-01 02:00:00,W
case_1231,D1,1970-01-01 03:00:00,J
case_1231,D2,1970-01-01 03:00:00,U
case_1231,D3,1970-01-01 03:00:00,Y
case_1231,E,1970-01-01 04:00:00,C
case_1231,F,1970-01-01 05:00:00,C
case_1231,G3,1970-01-01 06:00:00,O
case_1231,H,1970-01-01 07:00:00,Y
case_1231,I,1970-01-01 08:00:00,Z
case_1448,A,1970-01-01 00:00:00,N
case_1448,B,1970-01-01 01:00:00,Q
case_1448,C,1970-01-01 02:00:00,S
case_1448,D3,1970-01-01 03:00:00,F
case_1448,D1,1970-01-01 03:00:00,M
case_1448,D2,1970-01-01 03:00:00,Q
case_1448,E,1970-01-01 04:00:00,Z
case_1448,F,1970-01-01 05:00:00,C
case_1448,G3,1970-01-01 06:00:00,D
case_1448,H,1970-01-01 07:00:00,Y
case_1448,I,1970-01-01 08:00:00,Y
case_1734,A,1970-01-01 00:00:00,W
case_1734,B,1970-01-01 01:00:00,O
case_1734,C,1970-01-01 02:00:00,R
case_1734,D1,1970-01-01 03:00:00,X
case_1734,D2,1970-01-01 03:00:00,D
case_1734,D3,1970-01-01 03:00:00,N
case_1734,E,1970-01-01 04:00:00,M
case_1734,F,1970-01-01 05:00:00,A
case_1734,G1,1970-01-01 06:00:00,B
case_1734,H,1970-01-01 07:00:00,B
case_1734,I,1970-01-01 08:00:00,N
case_741,A,1970-01-01 00:00:00,N
case_741,B,1970-01-01 01:00:00,A
case_741,C,1970-01-01 02:00:00,V
case_741,D1,1970-01-01 03:00:00,W
case_741,D3,1970-01-01 03:00:00,B
case_741,D2,1970-01-01 03:00:00,W
case_741,E,1970-01-01 04:00:00,Z
case_741,F,1970-01-01 05:00:00,A
case_741,G1,1970-01-01 06:00:00,U
case_741,H,1970-01-01 07:00:00,X
case_741,I,1970-01-01 08:00:00,F
case_308,A,1970-01-01 00:00:00,S
case_308,B,1970-01-01 01:00:00,Z
case_308,C,1970-01-01 02:00:00,A
case_308,D2,1970-01-01 03:00:00,E
case_308,D3,1970-01-01 03:00:00,K
case_308,D1,1970-01-01 03:00:00,I
case_308,E,1970-01-01 04:00:00,S
case_308,F,1970-01-01 05:00:00,C
case_308,G3,1970-01-01 06:00:00,F
case_308,H,1970-01-01 07:00:00,R
case_308,I,1970-01-01 08:00:00,T
case_454,A,1970-01-01 00:00:00,O
case_454,B,1970-01-01 01:00:00,T
case_454,C,1970-01-01 02:00:00,Z
case_454,D2,1970-01-01 03:00:00,W
case_454,D3,1970-01-01 03:00:00,X
case_454,D1,1970-01-01 03:00:00,U
case_454,E,1970-01-01 04:00:00,B
case_454,F,1970-01-01 05:00:00,A
case_454,G1,1970-01-01 06:00:00,T
case_454,H,1970-01-01 07:00:00,H
case_454,I,1970-01-01 08:00:00,N
case_1901,A,1970-01-01 00:00:00,L
case_1901,B,1970-01-01 01:00:00,L
case_1901,C,1970-01-01 02:00:00,Z
case_1901,D1,1970-01-01 03:00:00,N
case_1901,D3,1970-01-01 03:00:00,W
case_1901,D2,1970-01-01 03:00:00,G
case_1901,E,1970-01-01 04:00:00,A
case_1901,F,1970-01-01 05:00:00,A
case_1901,G1,1970-01-01 06:00:00,D
case_1901,H,1970-01-01 07:00:00,Q
case_1901,I,1970-01-01 08:00:00,T
case_183,A,1970-01-01 00:00:00,Z
case_183,B,1970-01-01 01:00:00,K
case_183,C,1970-01-01 02:00:00,P
case_183,D3,1970-01-01 03:00:00,O
case_183,D2,1970-01-01 03:00:00,D
case_183,D1,1970-01-01 03:00:00,R
case_183,E,1970-01-01 04:00:00,S
case_183,F,1970-01-01 05:00:00,B
case_183,G2,1970-01-01 06:00:00,K
case_183,H,1970-01-01 07:00:00,T
case_183,I,1970-01-01 08:00:00,D
case_1761,A,1970-01-01 00:00:00,Z
case_1761,B,1970-01-01 01:00:00,F
case_1761,C,1970-01-01 02:00:00,V
case_1761,D2,1970-01-01 03:00:00,W
case_1761,D1,1970-01-01 03:00:00,F
case_1761,D3,1970-01-01 03:00:00,N
case_1761,E,1970-01-01 04:00:00,T
case_1761,F,1970-01-01 05:00:00,A
case_1761,G1,1970-01-01 06:00:00,Z
case_1761,H,1970-01-01 07:00:00,G
case_1761,I,1970-01-01 08:00:00,Q
case_1419,A,1970-01-01 00:00:00,H
case_1419,B,1970-01-01 01:00:00,B
case_1419,C,1970-01-01 02:00:00,S
case_1419,D1,1970-01-01 03:00:00,X
case_1419,D3,1970-01-01 03:00:00,Z
case_1419,D2,1970-01-01 03:00:00,U
case_1419,E,1970-01-01 04:00:00,Y
case_1419,F,1970-01-01 05:00:00,A
case_1419,G1,1970-01-01 06:00:00,S
case_1419,H,1970-01-01 07:00:00,W
case_1419,I,1970-01-01 08:00:00,A
case_1370,A,1970-01-01 00:00:00,U
case_1370,B,1970-01-01 01:00:00,D
case_1370,C,1970-01-01 02:00:00,A
case_1370,D1,1970-01-01 03:00:00,F
case_1370,D2,1970-01-01 03:00:00,D
case_1370,D3,1970-01-01 03:00:00,S
case_1370,E,1970-01-01 04:00:00,Y
case_1370,F,1970-01-01 05:00:00,C
case_1370,G3,1970-01-01 06:00:00,Z
case_1370,H,1970-01-01 07:00:00,K
case_1370,I,1970-01-01 08:00:00,O
case_1331,A,1970-01-01 00:00:00,E
case_1331,B,1970-01-01 01:00:00,W
case_1331,C,1970-01-01 02:00:00,N
case_1331,D2,1970-01-01 03:00:00,H
case_1331,D3,1970-01-01 03:00:00,J
case_1331,D1,1970-01-01 03:00:00,H
case_1331,E,1970-01-01 04:00:00,A
case_1331,F,1970-01-01 05:00:00,C
case_1331,G3,1970-01-01 06:00:00,B
case_1331,H,1970-01-01 07:00:00,W
case_1331,I,1970-01-01 08:00:00,G
case_1394,A,1970-01-01 00:00:00,T
case_1394,B,1970-01-01 01:00:00,S
case_1394,C,1970-01-01 02:00:00,P
case_1394,D2,1970-01-01 03:00:00,V
case_1394,D3,1970-01-01 03:00:00,A
case_1394,D1,1970-01-01 03:00:00,A
case_1394,E,1970-01-01 04:00:00,V
case_1394,F,1970-01-01 05:00:00,C
case_1394,G3,1970-01-01 06:00:00,D
case_1394,H,1970-01-01 07:00:00,W
case_1394,I,1970-01-01 08:00:00,J
case_1621,A,1970-01-01 00:00:00,Y
case_1621,B,1970-01-01 01:00:00,B
case_1621,C,1970-01-01 02:00:00,L
case_1621,D1,1970-01-01 03:00:00,H
case_1621,D3,1970-01-01 03:00:00,H
case_1621,D2,1970-01-01 03:00:00,I
case_1621,E,1970-01-01 04:00:00,K
case_1621,F,1970-01-01 05:00:00,A
case_1621,G1,1970-01-01 06:00:00,L
case_1621,H,1970-01-01 07:00:00,L
case_1621,I,1970-01-01 08:00:00,Q
case_375,A,1970-01-01 00:00:00,J
case_375,B,1970-01-01 01:00:00,B
case_375,C,1970-01-01 02:00:00,M
case_375,D3,1970-01-01 03:00:00,S
case_375,D1,1970-01-01 03:00:00,Y
case_375,D2,1970-01-01 03:00:00,T
case_375,E,1970-01-01 04:00:00,U
case_375,F,1970-01-01 05:00:00,B
case_375,G2,1970-01-01 06:00:00,V
case_375,H,1970-01-01 07:00:00,D
case_375,I,1970-01-01 08:00:00,Q
case_915,A,1970-01-01 00:00:00,V
case_915,B,1970-01-01 01:00:00,I
case_915,C,1970-01-01 02:00:00,A
case_915,D2,1970-01-01 03:00:00,V
case_915,D3,1970-01-01 03:00:00,A
case_915,D1,1970-01-01 03:00:00,F
case_915,E,1970-01-01 04:00:00,R
case_915,F,1970-01-01 05:00:00,A
case_915,G1,1970-01-01 06:00:00,V
case_915,H,1970-01-01 07:00:00,R
case_915,I,1970-01-01 08:00:00,R
case_1787,A,1970-01-01 00:00:00,B
case_1787,B,1970-01-01 01:00:00,I
case_1787,C,1970-01-01 02:00:00,E
case_1787,D3,1970-01-01 03:00:00,U
case_1787,D1,1970-01-01 03:00:00,J
case_1787,D2,1970-01-01 03:00:00,M
case_1787,E,1970-01-01 04:00:00,L
case_1787,F,1970-01-01 05:00:00,C
case_1787,G3,1970-01-01 06:00:00,X
case_1787,H,1970-01-01 07:00:00,F
case_1787,I,1970-01-01 08:00:00,D
case_1815,A,1970-01-01 00:00:00,J
case_1815,B,1970-01-01 01:00:00,V
case_1815,C,1970-01-01 02:00:00,E
case_1815,D2,1970-01-01 03:00:00,K
case_1815,D1,1970-01-01 03:00:00,G
case_1815,D3,1970-01-01 03:00:00,R
case_1815,E,1970-01-01 04:00:00,K
case_1815,F,1970-01-01 05:00:00,C
case_1815,G3,1970-01-01 06:00:00,H
case_1815,H,1970-01-01 07:00:00,B
case_1815,I,1970-01-01 08:00:00,Z
case_1352,A,1970-01-01 00:00:00,H
case_1352,B,1970-01-01 01:00:00,G
case_1352,C,1970-01-01 02:00:00,X
case_1352,D2,1970-01-01 03:00:00,O
case_1352,D3,1970-01-01 03:00:00,V
case_1352,D1,1970-01-01 03:00:00,E
case_1352,E,1970-01-01 04:00:00,Q
case_1352,F,1970-01-01 05:00:00,A
case_1352,G1,1970-01-01 06:00:00,P
case_1352,H,1970-01-01 07:00:00,H
case_1352,I,1970-01-01 08:00:00,E
case_877,A,1970-01-01 00:00:00,W
case_877,B,1970-01-01 01:00:00,O
case_877,C,1970-01-01 02:00:00,C
case_877,D3,1970-01-01 03:00:00,A
case_877,D2,1970-01-01 03:00:00,U
case_877,D1,1970-01-01 03:00:00,G
case_877,E,1970-01-01 04:00:00,N
case_877,F,1970-01-01 05:00:00,A
case_877,G1,1970-01-01 06:00:00,G
case_877,H,1970-01-01 07:00:00,A
case_877,I,1970-01-01 08:00:00,F
case_176,A,1970-01-01 00:00:00,D
case_176,B,1970-01-01 01:00:00,Z
case_176,C,1970-01-01 02:00:00,T
case_176,D2,1970-01-01 03:00:00,M
case_176,D3,1970-01-01 03:00:00,Q
case_176,D1,1970-01-01 03:00:00,D
case_176,E,1970-01-01 04:00:00,D
case_176,F,1970-01-01 05:00:00,C
case_176,G3,1970-01-01 06:00:00,I
case_176,H,1970-01-01 07:00:00,W
case_176,I,1970-01-01 08:00:00,O
case_1564,A,1970-01-01 00:00:00,V
case_1564,B,1970-01-01 01:00:00,B
case_1564,C,1970-01-01 02:00:00,Y
case_1564,D2,1970-01-01 03:00:00,Y
case_1564,D3,1970-01-01 03:00:00,I
case_1564,D1,1970-01-01 03:00:00,I
case_1564,E,1970-01-01 04:00:00,M
case_1564,F,1970-01-01 05:00:00,B
case_1564,G2,1970-01-01 06:00:00,M
case_1564,H,1970-01-01 07:00:00,F
case_1564,I,1970-01-01 08:00:00,C
case_1702,A,1970-01-01 00:00:00,X
case_1702,B,1970-01-01 01:00:00,E
case_1702,C,1970-01-01 02:00:00,D
case_1702,D3,1970-01-01 03:00:00,G
case_1702,D2,1970-01-01 03:00:00,R
case_1702,D1,1970-01-01 03:00:00,E
case_1702,E,1970-01-01 04:00:00,G
case_1702,F,1970-01-01 05:00:00,C
case_1702,G3,1970-01-01 06:00:00,F
case_1702,H,1970-01-01 07:00:00,C
case_1702,I,1970-01-01 08:00:00,R
case_479,A,1970-01-01 00:00:00,B
case_479,B,1970-01-01 01:00:00,B
case_479,C,1970-01-01 02:00:00,S
case_479,D1,1970-01-01 03:00:00,R
case_479,D3,1970-01-01 03:00:00,D
case_479,D2,1970-01-01 03:00:00,F
case_479,E,1970-01-01 04:00:00,B
case_479,F,1970-01-01 05:00:00,A
case_479,G1,1970-01-01 06:00:00,O
case_479,H,1970-01-01 07:00:00,R
case_479,I,1970-01-01 08:00:00,J
case_1236,A,1970-01-01 00:00:00,J
case_1236,B,1970-01-01 01:00:00,Y
case_1236,C,1970-01-01 02:00:00,T
case_1236,D3,1970-01-01 03:00:00,V
case_1236,D1,1970-01-01 03:00:00,O
case_1236,D2,1970-01-01 03:00:00,L
case_1236,E,1970-01-01 04:00:00,S
case_1236,F,1970-01-01 05:00:00,A
case_1236,G1,1970-01-01 06:00:00,Z
case_1236,H,1970-01-01 07:00:00,V
case_1236,I,1970-01-01 08:00:00,W
case_361,A,1970-01-01 00:00:00,B
case_361,B,1970-01-01 01:00:00,J
case_361,C,1970-01-01 02:00:00,X
case_361,D3,1970-01-01 03:00:00,Y
