CaseID,ActivityID,CompleteTimestamp,Resource
case_1804,0,2000-01-01 00:00:00,10
case_1804,1,2000-01-01 01:00:00,25
case_1804,2,2000-01-01 02:00:00,14
case_1804,5,2000-01-01 03:00:00,24
case_1804,3,2000-01-01 03:00:00,23
case_1804,4,2000-01-01 03:00:00,22
case_1804,6,2000-01-01 04:00:00,24
case_1804,7,2000-01-01 05:00:00,5
case_1804,8,2000-01-01 06:00:00,20
case_1804,9,2000-01-01 07:00:00,0
case_1804,10,2000-01-01 08:00:00,5
case_1231,0,2000-01-01 00:00:00,13
case_1231,1,2000-01-01 01:00:00,19
case_1231,2,2000-01-01 02:00:00,24
case_1231,4,2000-01-01 03:00:00,2
case_1231,3,2000-01-01 03:00:00,8
case_1231,5,2000-01-01 03:00:00,19
case_1231,6,2000-01-01 04:00:00,14
case_1231,7,2000-01-01 05:00:00,14
case_1231,12,2000-01-01 06:00:00,12
case_1231,9,2000-01-01 07:00:00,19
case_1231,10,2000-01-01 08:00:00,13
case_1448,0,2000-01-01 00:00:00,21
case_1448,1,2000-01-01 01:00:00,11
case_1448,2,2000-01-01 02:00:00,16
case_1448,5,2000-01-01 03:00:00,17
case_1448,4,2000-01-01 03:00:00,22
case_1448,3,2000-01-01 03:00:00,11
case_1448,6,2000-01-01 04:00:00,13
case_1448,7,2000-01-01 05:00:00,14
case_1448,12,2000-01-01 06:00:00,15
case_1448,9,2000-01-01 07:00:00,19
case_1448,10,2000-01-01 08:00:00,19
case_1734,0,2000-01-01 00:00:00,24
case_1734,1,2000-01-01 01:00:00,12
case_1734,2,2000-01-01 02:00:00,23
case_1734,4,2000-01-01 03:00:00,20
case_1734,3,2000-01-01 03:00:00,15
case_1734,5,2000-01-01 03:00:00,21
case_1734,6,2000-01-01 04:00:00,22
case_1734,7,2000-01-01 05:00:00,0
case_1734,11,2000-01-01 06:00:00,5
case_1734,9,2000-01-01 07:00:00,5
case_1734,10,2000-01-01 08:00:00,21
case_741,0,2000-01-01 00:00:00,21
case_741,1,2000-01-01 01:00:00,0
case_741,2,2000-01-01 02:00:00,1
case_741,4,2000-01-01 03:00:00,24
case_741,5,2000-01-01 03:00:00,5
case_741,3,2000-01-01 03:00:00,24
case_741,6,2000-01-01 04:00:00,13
case_741,7,2000-01-01 05:00:00,0
case_741,11,2000-01-01 06:00:00,8
case_741,9,2000-01-01 07:00:00,20
case_741,10,2000-01-01 08:00:00,17
case_308,0,2000-01-01 00:00:00,16
case_308,1,2000-01-01 01:00:00,13
case_308,2,2000-01-01 02:00:00,0
case_308,3,2000-01-01 03:00:00,18
case_308,5,2000-01-01 03:00:00,6
case_308,4,2000-01-01 03:00:00,7
case_308,6,2000-01-01 04:00:00,16
case_308,7,2000-01-01 05:00:00,14
case_308,12,2000-01-01 06:00:00,17
case_308,9,2000-01-01 07:00:00,23
case_308,10,2000-01-01 08:00:00,25
case_454,0,2000-01-01 00:00:00,12
case_454,1,2000-01-01 01:00:00,25
case_454,2,2000-01-01 02:00:00,13
case_454,3,2000-01-01 03:00:00,24
case_454,5,2000-01-01 03:00:00,20
case_454,4,2000-01-01 03:00:00,8
case_454,6,2000-01-01 04:00:00,5
case_454,7,2000-01-01 05:00:00,0
case_454,11,2000-01-01 06:00:00,25
case_454,9,2000-01-01 07:00:00,3
case_454,10,2000-01-01 08:00:00,21
case_1901,0,2000-01-01 00:00:00,9
case_1901,1,2000-01-01 01:00:00,9
case_1901,2,2000-01-01 02:00:00,13
case_1901,4,2000-01-01 03:00:00,21
case_1901,5,2000-01-01 03:00:00,24
case_1901,3,2000-01-01 03:00:00,10
case_1901,6,2000-01-01 04:00:00,0
case_1901,7,2000-01-01 05:00:00,0
case_1901,11,2000-01-01 06:00:00,15
case_1901,9,2000-01-01 07:00:00,11
case_1901,10,2000-01-01 08:00:00,25
case_183,0,2000-01-01 00:00:00,13
case_183,1,2000-01-01 01:00:00,6
case_183,2,2000-01-01 02:00:00,4
case_183,5,2000-01-01 03:00:00,12
case_183,3,2000-01-01 03:00:00,15
case_183,4,2000-01-01 03:00:00,23
case_183,6,2000-01-01 04:00:00,16
case_183,7,2000-01-01 05:00:00,5
case_183,8,2000-01-01 06:00:00,6
case_183,9,2000-01-01 07:00:00,25
case_183,10,2000-01-01 08:00:00,15
case_1761,0,2000-01-01 00:00:00,13
case_1761,1,2000-01-01 01:00:00,17
case_1761,2,2000-01-01 02:00:00,1
case_1761,3,2000-01-01 03:00:00,24
case_1761,4,2000-01-01 03:00:00,17
case_1761,5,2000-01-01 03:00:00,21
case_1761,6,2000-01-01 04:00:00,25
case_1761,7,2000-01-01 05:00:00,0
case_1761,11,2000-01-01 06:00:00,13
case_1761,9,2000-01-01 07:00:00,10
case_1761,10,2000-01-01 08:00:00,11
case_1419,0,2000-01-01 00:00:00,3
case_1419,1,2000-01-01 01:00:00,5
case_1419,2,2000-01-01 02:00:00,16
case_1419,4,2000-01-01 03:00:00,20
case_1419,5,2000-01-01 03:00:00,13
case_1419,3,2000-01-01 03:00:00,8
case_1419,6,2000-01-01 04:00:00,19
case_1419,7,2000-01-01 05:00:00,0
case_1419,11,2000-01-01 06:00:00,16
case_1419,9,2000-01-01 07:00:00,24
case_1419,10,2000-01-01 08:00:00,0
case_1370,0,2000-01-01 00:00:00,8
case_1370,1,2000-01-01 01:00:00,15
case_1370,2,2000-01-01 02:00:00,0
case_1370,4,2000-01-01 03:00:00,17
case_1370,3,2000-01-01 03:00:00,15
case_1370,5,2000-01-01 03:00:00,16
case_1370,6,2000-01-01 04:00:00,19
case_1370,7,2000-01-01 05:00:00,14
case_1370,12,2000-01-01 06:00:00,13
case_1370,9,2000-01-01 07:00:00,6
case_1370,10,2000-01-01 08:00:00,12
case_1331,0,2000-01-01 00:00:00,18
case_1331,1,2000-01-01 01:00:00,24
case_1331,2,2000-01-01 02:00:00,21
case_1331,3,2000-01-01 03:00:00,3
case_1331,5,2000-01-01 03:00:00,2
case_1331,4,2000-01-01 03:00:00,3
case_1331,6,2000-01-01 04:00:00,0
case_1331,7,2000-01-01 05:00:00,14
case_1331,12,2000-01-01 06:00:00,5
case_1331,9,2000-01-01 07:00:00,24
case_1331,10,2000-01-01 08:00:00,10
case_1394,0,2000-01-01 00:00:00,25
case_1394,1,2000-01-01 01:00:00,16
case_1394,2,2000-01-01 02:00:00,4
case_1394,3,2000-01-01 03:00:00,1
case_1394,5,2000-01-01 03:00:00,0
case_1394,4,2000-01-01 03:00:00,0
case_1394,6,2000-01-01 04:00:00,1
case_1394,7,2000-01-01 05:00:00,14
case_1394,12,2000-01-01 06:00:00,15
case_1394,9,2000-01-01 07:00:00,24
case_1394,10,2000-01-01 08:00:00,2
case_1621,0,2000-01-01 00:00:00,19
case_1621,1,2000-01-01 01:00:00,5
case_1621,2,2000-01-01 02:00:00,9
case_1621,4,2000-01-01 03:00:00,3
case_1621,5,2000-01-01 03:00:00,3
case_1621,3,2000-01-01 03:00:00,7
case_1621,6,2000-01-01 04:00:00,6
case_1621,7,2000-01-01 05:00:00,0
case_1621,11,2000-01-01 06:00:00,9
case_1621,9,2000-01-01 07:00:00,9
case_1621,10,2000-01-01 08:00:00,11
case_375,0,2000-01-01 00:00:00,2
case_375,1,2000-01-01 01:00:00,5
case_375,2,2000-01-01 02:00:00,22
case_375,5,2000-01-01 03:00:00,16
case_375,4,2000-01-01 03:00:00,19
case_375,3,2000-01-01 03:00:00,25
case_375,6,2000-01-01 04:00:00,8
case_375,7,2000-01-01 05:00:00,5
case_375,8,2000-01-01 06:00:00,1
case_375,9,2000-01-01 07:00:00,15
case_375,10,2000-01-01 08:00:00,11
case_915,0,2000-01-01 00:00:00,1
case_915,1,2000-01-01 01:00:00,7
case_915,2,2000-01-01 02:00:00,0
case_915,3,2000-01-01 03:00:00,1
case_915,5,2000-01-01 03:00:00,0
case_915,4,2000-01-01 03:00:00,17
case_915,6,2000-01-01 04:00:00,23
case_915,7,2000-01-01 05:00:00,0
case_915,11,2000-01-01 06:00:00,1
case_915,9,2000-01-01 07:00:00,23
case_915,10,2000-01-01 08:00:00,23
case_1787,0,2000-01-01 00:00:00,5
case_1787,1,2000-01-01 01:00:00,7
case_1787,2,2000-01-01 02:00:00,18
case_1787,5,2000-01-01 03:00:00,8
case_1787,4,2000-01-01 03:00:00,2
case_1787,3,2000-01-01 03:00:00,22
case_1787,6,2000-01-01 04:00:00,9
case_1787,7,2000-01-01 05:00:00,14
case_1787,12,2000-01-01 06:00:00,20
case_1787,9,2000-01-01 07:00:00,17
case_1787,10,2000-01-01 08:00:00,15
case_1815,0,2000-01-01 00:00:00,2
case_1815,1,2000-01-01 01:00:00,1
case_1815,2,2000-01-01 02:00:00,18
case_1815,3,2000-01-01 03:00:00,6
case_1815,4,2000-01-01 03:00:00,10
case_1815,5,2000-01-01 03:00:00,23
case_1815,6,2000-01-01 04:00:00,6
case_1815,7,2000-01-01 05:00:00,14
case_1815,12,2000-01-01 06:00:00,3
case_1815,9,2000-01-01 07:00:00,5
case_1815,10,2000-01-01 08:00:00,13
case_1352,0,2000-01-01 00:00:00,3
case_1352,1,2000-01-01 01:00:00,10
case_1352,2,2000-01-01 02:00:00,20
case_1352,3,2000-01-01 03:00:00,12
case_1352,5,2000-01-01 03:00:00,1
case_1352,4,2000-01-01 03:00:00,18
case_1352,6,2000-01-01 04:00:00,11
case_1352,7,2000-01-01 05:00:00,0
case_1352,11,2000-01-01 06:00:00,4
case_1352,9,2000-01-01 07:00:00,3
case_1352,10,2000-01-01 08:00:00,18
case_877,0,2000-01-01 00:00:00,24
case_877,1,2000-01-01 01:00:00,12
case_877,2,2000-01-01 02:00:00,14
case_877,5,2000-01-01 03:00:00,0
case_877,3,2000-01-01 03:00:00,8
case_877,4,2000-01-01 03:00:00,10
case_877,6,2000-01-01 04:00:00,21
case_877,7,2000-01-01 05:00:00,0
case_877,11,2000-01-01 06:00:00,10
case_877,9,2000-01-01 07:00:00,0
case_877,10,2000-01-01 08:00:00,17
case_176,0,2000-01-01 00:00:00,15
case_176,1,2000-01-01 01:00:00,13
case_176,2,2000-01-01 02:00:00,25
case_176,3,2000-01-01 03:00:00,22
case_176,5,2000-01-01 03:00:00,11
case_176,4,2000-01-01 03:00:00,15
case_176,6,2000-01-01 04:00:00,15
case_176,7,2000-01-01 05:00:00,14
case_176,12,2000-01-01 06:00:00,7
case_176,9,2000-01-01 07:00:00,24
case_176,10,2000-01-01 08:00:00,12
case_1564,0,2000-01-01 00:00:00,1
case_1564,1,2000-01-01 01:00:00,5
case_1564,2,2000-01-01 02:00:00,19
case_1564,3,2000-01-01 03:00:00,19
case_1564,5,2000-01-01 03:00:00,7
case_1564,4,2000-01-01 03:00:00,7
case_1564,6,2000-01-01 04:00:00,22
case_1564,7,2000-01-01 05:00:00,5
case_1564,8,2000-01-01 06:00:00,22
case_1564,9,2000-01-01 07:00:00,17
case_1564,10,2000-01-01 08:00:00,14
case_1702,0,2000-01-01 00:00:00,20
case_1702,1,2000-01-01 01:00:00,18
case_1702,2,2000-01-01 02:00:00,15
case_1702,5,2000-01-01 03:00:00,10
case_1702,3,2000-01-01 03:00:00,23
case_1702,4,2000-01-01 03:00:00,18
case_1702,6,2000-01-01 04:00:00,10
case_1702,7,2000-01-01 05:00:00,14
case_1702,12,2000-01-01 06:00:00,17
case_1702,9,2000-01-01 07:00:00,14
case_1702,10,2000-01-01 08:00:00,23
case_479,0,2000-01-01 00:00:00,5
case_479,1,2000-01-01 01:00:00,5
case_479,2,2000-01-01 02:00:00,16
case_479,4,2000-01-01 03:00:00,23
case_479,5,2000-01-01 03:00:00,15
case_479,3,2000-01-01 03:00:00,17
case_479,6,2000-01-01 04:00:00,5
case_479,7,2000-01-01 05:00:00,0
case_479,11,2000-01-01 06:00:00,12
case_479,9,2000-01-01 07:00:00,23
case_479,10,2000-01-01 08:00:00,2
case_1236,0,2000-01-01 00:00:00,2
case_1236,1,2000-01-01 01:00:00,19
case_1236,2,2000-01-01 02:00:00,25
case_1236,5,2000-01-01 03:00:00,1
case_1236,4,2000-01-01 03:00:00,12
case_1236,3,2000-01-01 03:00:00,9
case_1236,6,2000-01-01 04:00:00,16
case_1236,7,2000-01-01 05:00:00,0
case_1236,11,2000-01-01 06:00:00,13
case_1236,9,2000-01-01 07:00:00,1
case_1236,10,2000-01-01 08:00:00,24
case_361,0,2000-01-01 00:00:00,5
case_361,1,2000-01-01 01:00:00,2
case_361,2,2000-01-01 02:00:00,20
case_361,5,2000-01-01 03:00:00,19
case_361,4,2000-01-01 03:00:00,2
case_361,3,2000-01-01 03:00:00,11
case_361,6,2000-01-01 04:00:00,13
case_361,7,2000-01-01 05:00:00,14
case_361,12,2000-01-01 06:00:00,17
case_361,9,2000-01-01 07:00:00,17
case_361,10,2000-01-01 08:00:00,18
case_1618,0,2000-01-01 00:00:00,11
case_1618,1,2000-01-01 01:00:00,16
case_1618,2,2000-01-01 02:00:00,2
case_1618,4,2000-01-01 03:00:00,8
case_1618,3,2000-01-01 03:00:00,18
case_1618,5,2000-01-01 03:00:00,0
case_1618,6,2000-01-01 04:00:00,2
